Order Id,Price,Qty,Pair,Side,Removed,Profit,Time
1149506529,0.07763000,193.20000000,VETUSDT,Buy,False,,1625871762648
1149508816,0.07763000,193.20000000,VETUSDT,Sell,False,,1625871762648
