Order Id,Price,Qty,Pair,Side,Removed,Profit,Time
2064704275,132.19000000,0.11346000,LTCUSDT,Buy,False,,1625767730823
2064771361,132.23000000,0.11343000,LTCUSDT,Sell,False,,1625767730823
