Order Id,Price,Qty,Pair,Side,Removed,Profit,Time
6777027112,32873.22000000,0.00045600,BTCUSDT,Buy,False,,1625766970096
6777061742,32901.73000000,0.00045500,BTCUSDT,Sell,False,,1625766970096
