Order Id,Price,Qty,Pair,Side,Removed,Profit,Time
566911448,304.58000000,0.04920000,AAVEUSDT,Buy,False,,1625849987140
566926085,304.31000000,0.04920000,AAVEUSDT,Sell,False,,1625849987140
566928898,303.64000000,0.04930000,AAVEUSDT,Buy,False,,1625850515927
566944741,303.81000000,0.04930000,AAVEUSDT,Sell,False,,1625850515927
